movie_id,title,genre,language,mood,rating,popularity,year
55,Georgia (1995),Drama,English,Emotional,3.22828389830508,944,1995
56,Kids of the Round Table (1995),Adventure,English,General,1.95945945945946,74,1995
57,Home for the Holidays (1995),Drama,English,Emotional,3.31272949816401,2451,1995
58,"Postman, The (Postino, Il) (1994)",Comedy,English,Feel-Good,3.96775023586929,11659,1994
59,"Confessional, The (Confessionnal, Le) (1995)",Drama,English,Emotional,3.56958762886598,194,1995
60,"Indian in the Cupboard, The (1995)",Adventure,English,General,3.09063804412642,6708,1995
61,Eye for an Eye (1996),Drama,English,Emotional,3.3109153416416,2327,1996
62,Mr. Holland's Opus (1995),Drama,English,Emotional,3.71186152651,20596,1995
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,English,Feel-Good,3.10422848664688,2696,1996
64,Two if by Sea (1996),Comedy,English,Feel-Good,2.82707129094412,2076,1996
65,Bio-Dome (1996),Comedy,English,Feel-Good,2.37338033536585,5248,1996
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action,English,Mass,2.13395445134576,2415,1996
67,Two Bits (1995),Drama,English,Emotional,3.31843575418994,179,1995
68,French Twist (Gazon maudit) (1995),Comedy,English,Feel-Good,3.4286865431104,1241,1995
69,Friday (1995),Comedy,English,Feel-Good,3.55070450486208,5039,1995
70,From Dusk Till Dawn (1996),Action,English,Mass,3.34325962910128,16824,1996
71,Fair Game (1995),Action,English,Mass,2.34228187919463,1341,1995
72,Kicking and Screaming (1995),Comedy,English,Feel-Good,3.47895500725689,1378,1995
73,"Mis̩rables, Les (1995)",Drama,English,Emotional,3.79661301140174,2982,1995
74,Bed of Roses (1996),Drama,English,Emotional,3.28962131837307,3565,1996
75,Big Bully (1996),Comedy,English,Feel-Good,2.42966101694915,590,1996
76,Screamers (1995),Action,English,Mass,3.0267387087836,3609,1995
77,Nico Icon (1995),Documentary,English,General,3.42533936651584,221,1995
78,"Crossing Guard, The (1995)",Action,English,Mass,3.17368839427663,1258,1995
79,"Juror, The (1996)",Drama,English,Emotional,3.12246170288564,5614,1996
80,"White Balloon, The (Badkonake sefid) (1995)",Children,English,General,3.73949579831933,595,1995
81,Things to Do in Denver When You're Dead (1995),Crime,English,General,3.25264270613108,3311,1995
82,Antonia's Line (Antonia) (1995),Comedy,English,Feel-Good,4.01017612524462,2555,1995
83,Once Upon a Time... When We Were Colored (1995),Drama,English,Emotional,3.64091680814941,589,1995
84,Last Summer in the Hamptons (1995),Comedy,English,Feel-Good,3.37658227848101,158,1995
85,Angels and Insects (1995),Drama,English,Emotional,3.52312245652978,2703,1995
86,White Squall (1996),Action,English,Mass,3.47919524462734,4374,1996
87,Dunston Checks In (1996),Children,English,General,2.38104089219331,1076,1996
88,Black Sheep (1996),Comedy,English,Feel-Good,3.1087839084702,5419,1996
89,Nick of Time (1995),Action,English,Mass,3.12720950449145,3451,1995
90,The Journey of August King (1995),Drama,English,Emotional,3.34403669724771,218,1995
92,Mary Reilly (1996),Drama,English,Emotional,2.84131355932203,2360,1996
93,Vampire in Brooklyn (1995),Comedy,English,Feel-Good,2.4981220657277,2130,1995
94,Beautiful Girls (1996),Comedy,English,Feel-Good,3.52472527472527,4186,1996
95,Broken Arrow (1996),Action,English,Mass,3.0771074451546,23156,1996
96,In the Bleak Midwinter (1995),Comedy,English,Feel-Good,3.67864476386037,487,1995
97,"Hate (Haine, La) (1995)",Crime,English,General,4.00498717583357,3509,1995
98,Shopping (1994),Action,English,Mass,2.61413043478261,92,1994
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,English,General,3.08948087431694,732,1995
100,City Hall (1996),Drama,English,Emotional,3.21822339913337,4154,1996
101,Bottle Rocket (1996),Adventure,English,General,3.75071963154865,5211,1996
102,Mr. Wrong (1996),Comedy,English,Feel-Good,2.40395061728395,2025,1996
103,Unforgettable (1996),Mystery,English,General,3.25216637781629,1154,1996
104,Happy Gilmore (1996),Comedy,English,Feel-Good,3.39798806776118,22963,1996
105,"Bridges of Madison County, The (1995)",Drama,English,Emotional,3.33511005823709,10131,1995
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy,English,Feel-Good,3.42335766423358,137,1994
107,Muppet Treasure Island (1996),Adventure,English,General,3.22154231790032,6782,1996
108,Catwalk (1996),Documentary,English,General,3.08943089430894,123,1996
110,Braveheart (1995),Action,English,Mass,3.98863014881552,69482,1995
111,Taxi Driver (1976),Crime,English,General,4.07666384697247,36647,1976
112,Rumble in the Bronx (Hont faan kui) (1995),Action,English,Mass,3.40522424439389,12308,1995
113,Before and After (1996),Drama,English,Emotional,3.10509554140127,1099,1996
114,Margaret's Museum (1995),Drama,English,Emotional,3.63104838709677,248,1995
116,Anne Frank Remembered (1995),Documentary,English,General,3.90330920372285,967,1995
117,"Young Poisoner's Handbook, The (1995)",Crime,English,General,3.58723235527359,1261,1995
118,If Lucy Fell (1996),Comedy,English,Feel-Good,2.99602473498233,1132,1996
119,"Steal Big, Steal Little (1995)",Comedy,English,Feel-Good,2.78185328185328,259,1995
120,Race the Sun (1996),Adventure,English,General,2.88387096774194,155,1996
121,"Boys of St. Vincent, The (1992)",Drama,English,Emotional,3.73404255319149,846,1992
122,Boomerang (1992),Comedy,English,Feel-Good,2.85649317837292,3958,1992
123,Chungking Express (Chung Hing sam lam) (1994),Drama,English,Emotional,4.00396151669496,3534,1994
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,English,Emotional,3.48333333333333,330,1995
125,Flirting With Disaster (1996),Comedy,English,Feel-Good,3.73144827586207,3625,1996
126,"NeverEnding Story III, The (1994)",Adventure,English,General,2.30499325236167,1482,1994
128,Jupiter's Wife (1994),Documentary,English,General,3.50641025641026,78,1994
129,Pie in the Sky (1996),Comedy,English,Feel-Good,3.14507772020725,193,1996
131,Frankie Starlight (1995),Drama,English,Emotional,3.30989583333333,192,1995
132,Jade (1995),Thriller,English,Dark,2.76997245179063,2178,1995
135,Down Periscope (1996),Comedy,English,Feel-Good,3.00498564737876,6619,1996
136,From the Journals of Jean Seberg (1995),Documentary,English,General,3.6078431372549,102,1995
137,Man of the Year (1995),Documentary,English,General,3.27293577981651,218,1995
138,"Neon Bible, The (1995)",Drama,English,Emotional,3.28521126760563,142,1995
140,Up Close and Personal (1996),Drama,English,Emotional,3.28926520102991,5049,1996
141,"Birdcage, The (1996)",Comedy,English,Feel-Good,3.51373906395991,23546,1996
144,"Brothers McMullen, The (1995)",Comedy,English,Feel-Good,3.46524241753376,4517,1995
145,Bad Boys (1995),Action,English,Mass,3.28254701418674,15155,1995
146,"Amazing Panda Adventure, The (1995)",Adventure,English,General,2.90115321252059,607,1995
147,"Basketball Diaries, The (1995)",Drama,English,Emotional,3.5936087135224,4866,1995
148,"Awfully Big Adventure, An (1995)",Drama,English,Emotional,2.8989218328841,371,1995
149,Amateur (1994),Crime,English,General,3.6829052258636,1129,1994
150,Apollo 13 (1995),Adventure,English,General,3.87820879513765,55940,1995
151,Rob Roy (1995),Action,English,Mass,3.52914205781784,12868,1995
152,"Addiction, The (1995)",Drama,English,Emotional,3.11382681564246,716,1995
153,Batman Forever (1995),Action,English,Mass,2.86268703241895,35288,1995
154,Beauty of the Day (Belle de jour) (1967),Drama,English,Emotional,3.79479597871082,3382,1967
155,Beyond Rangoon (1995),Adventure,English,General,3.40341349883631,1289,1995
156,Blue in the Face (1995),Comedy,English,Feel-Good,3.51697438951757,1679,1995
157,Canadian Bacon (1995),Comedy,English,Feel-Good,2.79242144177449,2705,1995
158,Casper (1995),Adventure,English,General,2.91215699895797,14395,1995
159,Clockers (1995),Crime,English,General,3.41494112870483,2463,1995
160,Congo (1995),Action,English,Mass,2.60305589581587,15511,1995
161,Crimson Tide (1995),Drama,English,Emotional,3.74493470518401,25270,1995
162,Crumb (1994),Documentary,English,General,3.9978783592645,6363,1994
163,Desperado (1995),Action,English,Mass,3.44738776260183,16327,1995
164,Devil in a Blue Dress (1995),Crime,English,General,3.45892975115613,4541,1995
165,Die Hard: With a Vengeance (1995),Action,English,Mass,3.51612190812721,38488,1995
166,"Doom Generation, The (1995)",Comedy,English,Feel-Good,2.896875,800,1995
167,Feast of July (1995),Drama,English,Emotional,3.15822784810127,79,1995
168,First Knight (1995),Action,English,Mass,3.07935881238155,12664,1995
169,Free Willy 2: The Adventure Home (1995),Adventure,English,General,2.25313033579966,3514,1995
170,Hackers (1995),Action,English,Mass,3.22084605813822,8841,1995
171,Jeffrey (1995),Comedy,English,Feel-Good,3.59348739495798,1428,1995
172,Johnny Mnemonic (1995),Action,English,Mass,2.76298230345228,13788,1995
173,Judge Dredd (1995),Action,English,Mass,2.56742707776392,16833,1995
174,Jury Duty (1995),Comedy,English,Feel-Good,2.4455626715462,2186,1995
175,Kids (1995),Drama,English,Emotional,3.51280175566935,5468,1995
176,Living in Oblivion (1995),Comedy,English,Feel-Good,3.84561473768522,2497,1995
177,Lord of Illusions (1995),Horror,English,Dark,2.88745310546061,2399,1995
178,Love & Human Remains (1993),Comedy,English,Feel-Good,3.37896825396825,504,1993
179,Mad Love (1995),Drama,English,Emotional,2.74658085277554,1243,1995
180,Mallrats (1995),Comedy,English,Feel-Good,3.56871525633107,9714,1995
181,Mighty Morphin Power Rangers: The Movie (1995),Action,English,Mass,1.96135430916553,2924,1995
182,Moonlight and Valentino (1995),Drama,English,Emotional,3.0863309352518,695,1995
183,Mute Witness (1994),Comedy,English,Feel-Good,3.35087719298246,627,1994
184,Nadja (1994),Drama,English,Emotional,3.0948275862069,348,1994
185,"Net, The (1995)",Action,English,Mass,3.10113366317348,25669,1995
186,Nine Months (1995),Comedy,English,Feel-Good,2.87973196414585,11491,1995
187,Party Girl (1995),Comedy,English,Feel-Good,3.43948717948718,975,1995
188,"Prophecy, The (1995)",Fantasy,English,General,3.33151355421687,2656,1995
189,Reckless (1995),Comedy,English,Feel-Good,3.00150602409639,332,1995
190,Safe (1995),Thriller,English,Dark,3.6240376390077,1169,1995
191,"Scarlet Letter, The (1995)",Drama,English,Emotional,2.67652075042638,1759,1995
192,The Show (1995),Documentary,English,General,3.05769230769231,78,1995
193,Showgirls (1995),Drama,English,Emotional,2.25871807465619,8144,1995
194,Smoke (1995),Comedy,English,Feel-Good,3.84331683168317,6060,1995
195,Something to Talk About (1995),Comedy,English,Feel-Good,3.08430769230769,3250,1995
196,Species (1995),Horror,English,Dark,2.83897149092893,14662,1995
197,"Stars Fell on Henrietta, The (1995)",Drama,English,Emotional,3.04090909090909,110,1995
198,Strange Days (1995),Action,English,Mass,3.42212988611881,9747,1995
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama,English,Emotional,3.78062057702776,1837,1964
200,"Tie That Binds, The (1995)",Thriller,English,Dark,2.83670520231214,346,1995
201,Three Wishes (1995),Drama,English,Emotional,3.02861035422343,367,1995
202,Total Eclipse (1995),Drama,English,Emotional,3.0875,480,1995
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,English,Feel-Good,3.15350488021296,5635,1995
204,Under Siege 2: Dark Territory (1995),Action,English,Mass,2.93166571915861,8795,1995
205,Unstrung Heroes (1995),Comedy,English,Feel-Good,3.5048399106478,1343,1995
206,Unzipped (1995),Documentary,English,General,3.46984435797665,1028,1995
207,"Walk in the Clouds, A (1995)",Drama,English,Emotional,3.365727532097,5608,1995
208,Waterworld (1995),Action,English,Mass,2.8774138976667,31329,1995
209,White Man's Burden (1995),Drama,English,Emotional,2.81986754966887,755,1995
210,Wild Bill (1995),Western,English,General,2.891,500,1995
211,"Browning Version, The (1994)",Drama,English,Emotional,3.58813559322034,590,1994
212,Bushwhacked (1995),Adventure,English,General,2.57597535934292,487,1995
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,English,Emotional,4.01554663991976,1994,1994
214,Before the Rain (Pred dozhdot) (1994),Drama,English,Emotional,4.0345,1000,1994
215,Before Sunrise (1995),Drama,English,Emotional,3.93935818782445,8476,1995
216,Billy Madison (1995),Comedy,English,Feel-Good,3.25097874720358,10728,1995
217,"Babysitter, The (1995)",Drama,English,Emotional,2.72543352601156,1038,1995
218,Boys on the Side (1995),Comedy,English,Feel-Good,3.28388836772983,4264,1995
219,"Cure, The (1995)",Drama,English,Emotional,3.61504424778761,678,1995
220,Castle Freak (1995),Horror,English,Dark,2.47301136363636,352,1995
222,Circle of Friends (1995),Drama,English,Emotional,3.53470350404313,5936,1995
223,Clerks (1994),Comedy,English,Feel-Good,3.83985522826632,27906,1994
224,Don Juan DeMarco (1995),Comedy,English,Feel-Good,3.43826594891765,8731,1995
225,Disclosure (1994),Drama,English,Emotional,3.281435026488,12836,1994
227,Drop Zone (1994),Action,English,Mass,3.06472595436127,4689,1994
228,Destiny Turns on the Radio (1995),Comedy,English,Feel-Good,2.6673640167364,478,1995
229,Death and the Maiden (1994),Drama,English,Emotional,3.56793048973144,2532,1994
230,Dolores Claiborne (1995),Drama,English,Emotional,3.58501594048884,7528,1995
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure,English,General,2.98269115808923,36802,1994
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy,English,Feel-Good,4.02899126290707,6295,1994
233,Exotica (1994),Drama,English,Emotional,3.53021901857499,3607,1994
234,Exit to Eden (1994),Comedy,English,Feel-Good,2.6642089093702,3255,1994
235,Ed Wood (1994),Comedy,English,Feel-Good,3.66321436768419,17428,1994
236,French Kiss (1995),Action,English,Mass,3.31711183324087,12617,1995
237,Forget Paris (1995),Comedy,English,Feel-Good,3.21584911518162,6442,1995
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure,English,General,3.1625730994152,855,1995
239,"Goofy Movie, A (1995)",Animation,English,Feel-Good,3.12088452088452,4070,1995
240,Hideaway (1995),Thriller,English,Dark,2.89020070838253,847,1995
241,Fluke (1995),Children,English,General,3.01858108108108,592,1995
242,Farinelli: il castrato (1994),Drama,English,Emotional,3.38718411552347,1108,1994
243,Gordy (1995),Children,English,General,2.50744680851064,470,1995
244,Gumby: The Movie (1995),Animation,English,Feel-Good,2.39052287581699,306,1995
245,The Glass Shield (1994),Crime,English,General,2.95849056603774,265,1994
246,Hoop Dreams (1994),Documentary,English,General,4.02488020641356,10852,1994
247,Heavenly Creatures (1994),Crime,English,General,3.8200498132005,8030,1994
248,Houseguest (1994),Comedy,English,Feel-Good,3.01501264222503,3164,1994
249,Immortal Beloved (1994),Drama,English,Emotional,3.67175421209118,5045,1994
250,Heavyweights (Heavy Weights) (1995),Children,English,General,3.08054298642534,1105,1995
251,"Hunted, The (1995)",Action,English,Mass,3.04,400,1995
252,I.Q. (1994),Comedy,English,Feel-Good,3.21235726727308,10334,1994
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama,English,Emotional,3.51437523617584,31756,1994
254,Jefferson in Paris (1995),Drama,English,Emotional,2.89319620253165,632,1995
255,"Jerky Boys, The (1995)",Comedy,English,Feel-Good,2.28084112149533,1070,1995
256,Junior (1994),Comedy,English,Feel-Good,2.69147243283722,10683,1994
257,Just Cause (1995),Mystery,English,General,3.40767295597484,3975,1995
258,"Kid in King Arthur's Court, A (1995)",Adventure,English,General,2.62534587714444,1807,1995
259,Kiss of Death (1995),Crime,English,General,3.05809431210501,2057,1995
260,Star Wars: Episode IV - A New Hope (1977),Action,English,Mass,4.09982355017057,85010,1977
261,Little Women (1994),Drama,English,Emotional,3.62657124506835,10899,1994
262,"Little Princess, A (1995)",Children,English,General,3.76880408253827,4507,1995
263,Ladybird Ladybird (1994),Drama,English,Emotional,3.73029556650246,406,1994
264,"Enfer, L' (1994)",Drama,English,Emotional,3.34615384615385,195,1994
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama,English,Emotional,3.91792782305006,12026,1992
266,Legends of the Fall (1994),Drama,English,Emotional,3.50563973063973,17820,1994
267,Major Payne (1995),Comedy,English,Feel-Good,2.88855560682972,4334,1995
268,Little Odessa (1994),Crime,English,General,3.31642189586115,749,1994
269,My Crazy Life (Mi vida loca) (1993),Drama,English,Emotional,3.48184818481848,606,1993
270,Love Affair (1994),Drama,English,Emotional,3.17507645259939,1308,1994
271,Losing Isaiah (1995),Drama,English,Emotional,3.32179386309992,1271,1995
272,"Madness of King George, The (1994)",Comedy,English,Feel-Good,3.74505356017643,7935,1994
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama,English,Emotional,3.12450826121164,7626,1994
274,Man of the House (1995),Comedy,English,Feel-Good,2.82561728395062,1296,1995
275,Mixed Nuts (1994),Comedy,English,Feel-Good,2.72408441961515,1611,1994
276,Milk Money (1994),Comedy,English,Feel-Good,2.97922361946419,5487,1994
277,Miracle on 34th Street (1994),Drama,English,Emotional,3.40938477580813,9590,1994
278,Miami Rhapsody (1995),Comedy,English,Feel-Good,3.01277533039648,1135,1995
279,My Family (1995),Drama,English,Emotional,3.69230769230769,923,1995
280,Murder in the First (1995),Drama,English,Emotional,3.714949651433,5164,1995
281,Nobody's Fool (1994),Comedy,English,Feel-Good,3.67100325243933,3997,1994
282,Nell (1994),Drama,English,Emotional,3.40258613208366,11523,1994
283,New Jersey Drive (1995),Crime,English,General,3.08333333333333,240,1995
285,Beyond Bedlam (1993),Drama,English,Emotional,2.33928571428571,84,1993
286,Nemesis 2: Nebula (1995),Action,English,Mass,2.04054054054054,111,1995
287,Nina Takes a Lover (1994),Comedy,English,Feel-Good,3.23466257668712,326,1994
288,Natural Born Killers (1994),Action,English,Mass,3.26155938349955,26472,1994
289,Only You (1994),Comedy,English,Feel-Good,3.35049984853075,3301,1994
290,Once Were Warriors (1994),Crime,English,General,3.97928078113837,4199,1994
292,Outbreak (1995),Action,English,Mass,3.4108596635943,27883,1995
293,L̩on: The Professional (a.k.a. The Professional) (L̩on) (1994),Action,English,Mass,4.09376045500167,41846,1994
294,"Perez Family, The (1995)",Comedy,English,Feel-Good,3.18498817966903,846,1995
295,"Pyromaniac's Love Story, A (1995)",Comedy,English,Feel-Good,2.79229122055675,467,1995
296,Pulp Fiction (1994),Comedy,English,Feel-Good,4.19696877318132,98409,1994
297,Panther (1995),Drama,English,Emotional,3.09848484848485,264,1995
298,Pushing Hands (Tui shou) (1992),Drama,English,Emotional,3.49610894941634,257,1992
299,Priest (1994),Drama,English,Emotional,3.72150455927052,2632,1994
300,Quiz Show (1994),Drama,English,Emotional,3.66082523120702,21085,1994
301,Picture Bride (Bijo photo) (1994),Drama,English,Emotional,3.51831896551724,464,1994
302,"Queen Margot (Reine Margot, La) (1994)",Drama,English,Emotional,3.7531914893617,1645,1994
303,"Quick and the Dead, The (1995)",Action,English,Mass,3.05353059852051,7435,1995
304,Roommates (1995),Comedy,English,Feel-Good,3.18922651933702,724,1995
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,English,Feel-Good,2.69833625218914,3426,1994
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,English,Emotional,4.07356715141146,8183,1994
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,English,Emotional,3.98191448133316,7741,1993
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy,English,Feel-Good,3.90162822252375,5896,1994
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,English,Emotional,3.65154867256637,452,1994
310,Rent-a-Kid (1995),Comedy,English,Feel-Good,2.79263565891473,258,1995
311,Relative Fear (1994),Horror,English,Dark,2.65243902439024,82,1994
312,Stuart Saves His Family (1995),Comedy,English,Feel-Good,2.61132075471698,1325,1995
313,"Swan Princess, The (1994)",Animation,English,Feel-Good,3.06827309236948,1494,1994
314,"Secret of Roan Inish, The (1994)",Children,English,General,3.84721225173487,4179,1994
315,"Specialist, The (1994)",Action,English,Mass,2.8936738806624,11413,1994
316,Stargate (1994),Action,English,Mass,3.3812295896635,35215,1994
317,"Santa Clause, The (1994)",Comedy,English,Feel-Good,3.12366642462157,17903,1994
318,"Shawshank Redemption, The (1994)",Crime,English,General,4.40461386003944,102929,1994
319,Shallow Grave (1994),Comedy,English,Feel-Good,3.76871869232797,7586,1994
320,Suture (1993),Film-Noir,English,General,3.26780185758514,323,1993
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,English,Emotional,3.76394849785408,932,1993
322,Swimming with Sharks (1995),Comedy,English,Feel-Good,3.66902541009971,3109,1995
324,"Sum of Us, The (1994)",Comedy,English,Feel-Good,3.6840490797546,489,1994
325,National Lampoon's Senior Trip (1995),Comedy,English,Feel-Good,2.63597733711048,1059,1995
326,To Live (Huozhe) (1994),Drama,English,Emotional,4.08450233800935,1497,1994
327,Tank Girl (1995),Action,English,Mass,2.80764635603345,7533,1995
328,Tales from the Crypt Presents: Demon Knight (1995),Horror,English,Dark,3.1615265998458,2594,1995
329,Star Trek: Generations (1994),Adventure,English,General,3.32302956108451,27773,1994
330,Tales from the Hood (1995),Action,English,Mass,2.81723484848485,1584,1995
331,Tom & Viv (1994),Drama,English,Emotional,3.28985507246377,552,1994
332,Village of the Damned (1995),Horror,English,Dark,2.77813993915689,2301,1995
333,Tommy Boy (1995),Comedy,English,Feel-Good,3.36950332173363,12644,1995
334,Vanya on 42nd Street (1994),Drama,English,Emotional,3.82188449848024,1645,1994
335,Underneath (1995),Mystery,English,General,3.23716381418093,409,1995
336,"Walking Dead, The (1995)",Drama,English,Emotional,2.85544217687075,294,1995
337,What's Eating Gilbert Grape (1993),Drama,English,Emotional,3.74738595592004,19510,1993
338,Virtuosity (1995),Action,English,Mass,2.98172620276688,4843,1995
339,While You Were Sleeping (1995),Comedy,English,Feel-Good,3.49625100240577,24940,1995
340,"War, The (1994)",Adventure,English,General,3.37424949966644,1499,1994
341,Double Happiness (1994),Drama,English,Emotional,3.59975369458128,406,1994
342,Muriel's Wedding (1994),Comedy,English,Feel-Good,3.50935402684564,11920,1994
343,"Baby-Sitters Club, The (1995)",Children,English,General,2.64103923647932,943,1995
344,Ace Ventura: Pet Detective (1994),Comedy,English,Feel-Good,3.00175528927167,42728,1994
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy,English,Feel-Good,3.64842134937042,10642,1994
346,Backbeat (1993),Drama,English,Emotional,3.4176724137931,1160,1993
347,Bitter Moon (1992),Drama,English,Emotional,3.43580520199225,1807,1992
348,Bullets Over Broadway (1994),Comedy,English,Feel-Good,3.6968940316687,8210,1994
349,Clear and Present Danger (1994),Action,English,Mass,3.65461661341853,31300,1994
350,"Client, The (1994)",Drama,English,Emotional,3.4689378757515,16467,1994
351,"Corrina, Corrina (1994)",Comedy,English,Feel-Good,3.29886609071274,3704,1994
352,Crooklyn (1994),Comedy,English,Feel-Good,3.26579520697168,1377,1994
353,"Crow, The (1994)",Action,English,Mass,3.51573228091042,18497,1994
354,Cobb (1994),Drama,English,Emotional,3.14398734177215,1264,1994
355,"Flintstones, The (1994)",Children,English,General,2.41359223300971,10815,1994
356,Forrest Gump (1994),Comedy,English,Feel-Good,4.05274387812076,100296,1994
357,Four Weddings and a Funeral (1994),Comedy,English,Feel-Good,3.6414456320929,30312,1994
358,Higher Learning (1995),Drama,English,Emotional,3.23875802997859,2335,1995
359,I Like It Like That (1994),Comedy,English,Feel-Good,3.26545454545455,275,1994
360,I Love Trouble (1994),Action,English,Mass,2.72139187295656,2141,1994
361,It Could Happen to You (1994),Comedy,English,Feel-Good,3.32709677419355,5425,1994
362,"Jungle Book, The (1994)",Adventure,English,General,3.37336160370085,7782,1994
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,English,General,3.9922480620155,645,1993
364,"Lion King, The (1994)",Adventure,English,General,3.83315540199542,51518,1994
365,Little Buddha (1993),Drama,English,Emotional,3.16385669125395,1898,1993
